user_id,timestamp,merchant,category,amount,currency,amount_ils,transaction_type,is_anomaly
user_033,2024-10-13 10:36,עירייה,אחר,162.01,ILS,162.01,רגילה,0
user_030,2024-06-04 13:46,מקדונלד'ס,מסעדות,149.0,ILS,149.0,רגילה,0
user_027,2024-01-24 11:15,ספוטיפיי,פנאי,44.47,ILS,44.47,רגילה,0
user_038,2024-12-10 16:30,דומינוס,מסעדות,58.99,ILS,58.99,תשלומים,0
user_049,2024-02-11 11:03,זארה,אופנה,196.11,ILS,196.11,רגילה,0
user_031,2024-09-19 20:30,קפה גרג,מסעדות,106.19,ILS,106.19,רגילה,0
user_042,2024-02-03 09:56,דלק,דלק,162.04,ILS,162.04,רגילה,0
user_037,2024-05-27 12:15,KSP,חשמל,201.63,ILS,201.63,הוראת קבע,0
user_011,2024-02-02 10:15,Gett,תחבורה,61.38,ILS,61.38,רגילה,0
user_042,2024-09-27 10:49,רכבת ישראל,תחבורה,45.83,ILS,45.83,רגילה,0
user_032,2024-10-14 17:52,נטפליקס,פנאי,63.64,ILS,63.64,רגילה,0
user_012,2024-12-13 20:47,פוקס,אופנה,70.38,USD,260.41,"עסקת חו""ל",0
user_025,2024-01-18 08:47,Be,פארם,118.55,ILS,118.55,רגילה,0
user_016,2024-11-23 08:48,נטפליקס,פנאי,81.85,ILS,81.85,רגילה,0
user_003,2024-03-08 17:30,Udemy,חינוך,176.54,ILS,176.54,רגילה,0
user_044,2024-02-18 19:18,טיב טעם,סופרמרקט,300.12,ILS,300.12,רגילה,0
user_012,2024-02-03 18:40,KSP,חשמל,1238.09,ILS,1238.09,תשלומים,0
user_016,2024-01-09 16:10,ביטוח,אחר,183.65,ILS,183.65,רגילה,0
user_029,2024-11-27 18:44,מקדונלד'ס,מסעדות,35.72,EUR,142.88,"עסקת חו""ל",0
user_019,2024-03-27 19:55,Be,פארם,120.58,ILS,120.58,רגילה,0
user_033,2024-08-27 09:24,שופרסל,סופרמרקט,81.09,EUR,324.36,"עסקת חו""ל",0
user_007,2024-05-20 19:48,סופר-פארם,פארם,53.03,ILS,53.03,רגילה,0
user_003,2024-10-25 15:11,יס פלאנט,פנאי,52.8,ILS,52.8,רגילה,0
user_003,2024-10-15 15:48,גולדה,מסעדות,36.47,GBP,171.41,"עסקת חו""ל",0
user_015,2024-05-25 12:45,אייבורי,חשמל,1062.13,ILS,1062.13,רגילה,0
user_018,2024-01-25 14:48,Be,פארם,246.18,ILS,246.18,רגילה,0
user_025,2024-12-23 15:20,יס פלאנט,פנאי,64.03,ILS,64.03,רגילה,0
user_004,2024-09-25 00:01,Be,פארם,1645.76,ILS,1645.76,רגילה,1
user_004,2024-02-02 21:26,טיב טעם,סופרמרקט,354.38,ILS,354.38,רגילה,0
user_037,2024-05-17 21:08,ספוטיפיי,פנאי,50.31,ILS,50.31,תשלומים,0
user_001,2024-01-26 15:16,נטפליקס,פנאי,84.49,ILS,84.49,רגילה,0
user_003,2024-02-22 15:43,רכבת ישראל,תחבורה,38.41,ILS,38.41,רגילה,0
user_032,2024-01-13 09:12,סונול,דלק,238.16,ILS,238.16,רגילה,0
user_028,2024-06-08 20:47,גולדה,מסעדות,100.56,ILS,100.56,רגילה,0
user_024,2024-09-19 21:36,אייבורי,חשמל,10.0,ILS,10.0,רגילה,0
user_031,2024-08-10 12:12,שופרסל,סופרמרקט,327.17,ILS,327.17,תשלומים,0
user_023,2024-05-15 19:14,נטפליקס,פנאי,23.52,ILS,23.52,רגילה,0
user_013,2024-07-06 18:47,חברת חשמל,אחר,86.28,USD,319.24,"עסקת חו""ל",0
user_044,2024-12-12 18:45,פוקס,אופנה,302.07,ILS,302.07,רגילה,0
user_019,2024-10-05 08:26,נטפליקס,פנאי,92.33,ILS,92.33,רגילה,0
user_044,2024-07-21 15:31,חברת חשמל,אחר,304.32,ILS,304.32,רגילה,0
user_047,2024-07-26 19:16,KSP,חשמל,20.61,EUR,82.44,"עסקת חו""ל",0
user_036,2024-03-14 13:46,פז,דלק,220.78,ILS,220.78,רגילה,0
user_010,2024-12-16 09:22,נטפליקס,פנאי,59.95,ILS,59.95,רגילה,0
user_048,2024-04-07 15:07,יס פלאנט,פנאי,36.47,ILS,36.47,רגילה,0
user_036,2024-08-14 14:26,Udemy,חינוך,276.56,ILS,276.56,רגילה,0
user_044,2024-06-27 15:50,רמי לוי,סופרמרקט,502.07,ILS,502.07,תשלומים,0
user_005,2024-03-10 08:06,דומינוס,מסעדות,98.08,ILS,98.08,תשלומים,0
user_031,2024-11-19 20:09,סונול,דלק,196.1,ILS,196.1,הוראת קבע,0
user_019,2024-05-13 18:33,אוניברסיטה,חינוך,267.29,ILS,267.29,רגילה,0
user_040,2024-01-01 14:20,ויקטורי,סופרמרקט,330.6,ILS,330.6,רגילה,0
user_005,2024-12-14 17:19,יס פלאנט,פנאי,59.26,ILS,59.26,רגילה,0
user_003,2024-03-28 20:03,רמי לוי,סופרמרקט,619.22,ILS,619.22,הוראת קבע,0
user_001,2024-05-15 22:56,סונול,דלק,178.66,ILS,178.66,רגילה,0
user_044,2024-06-04 20:31,Udemy,חינוך,208.02,ILS,208.02,רגילה,0
user_032,2024-06-08 17:06,רב-קו,תחבורה,62.3,ILS,62.3,תשלומים,0
user_022,2024-02-18 16:52,אייבורי,חשמל,10.0,ILS,10.0,רגילה,0
user_038,2024-07-16 17:43,טיב טעם,סופרמרקט,312.52,ILS,312.52,רגילה,0
user_047,2024-08-16 13:20,H&M,אופנה,180.96,ILS,180.96,רגילה,0
user_032,2024-09-01 18:25,יס פלאנט,פנאי,73.94,ILS,73.94,רגילה,0
user_024,2024-08-17 12:50,רב-קו,תחבורה,38.45,ILS,38.45,רגילה,0
user_013,2024-07-21 17:51,עירייה,אחר,174.41,ILS,174.41,רגילה,0
user_033,2024-06-17 09:07,רב-קו,תחבורה,63.82,ILS,63.82,רגילה,0
user_002,2024-08-19 17:28,ביטוח,אחר,231.03,ILS,231.03,הוראת קבע,0
user_017,2024-11-28 11:38,זארה,אופנה,216.41,ILS,216.41,תשלומים,0
user_037,2024-09-11 22:37,Udemy,חינוך,241.74,ILS,241.74,הוראת קבע,0
user_025,2024-07-17 13:54,ויקטורי,סופרמרקט,246.73,ILS,246.73,תשלומים,0
user_015,2024-11-10 10:21,קפה גרג,מסעדות,133.89,ILS,133.89,רגילה,0
user_028,2024-10-05 12:22,H&M,אופנה,139.11,ILS,139.11,רגילה,0
user_035,2024-07-04 19:15,מקדונלד'ס,מסעדות,222.99,ILS,222.99,רגילה,0
user_034,2024-05-05 03:51,רב-קו,תחבורה,593.65,ILS,593.65,רגילה,1
user_030,2024-11-10 14:42,Udemy,חינוך,34.31,EUR,137.24,"עסקת חו""ל",0
user_026,2024-05-17 16:04,פז,דלק,146.68,ILS,146.68,הוראת קבע,0
user_026,2024-01-19 11:13,סופר-פארם,פארם,203.96,ILS,203.96,רגילה,0
user_026,2024-03-08 08:08,גולדה,מסעדות,77.31,ILS,77.31,תשלומים,0
user_045,2024-10-21 11:27,אייבורי,חשמל,253.15,GBP,1189.81,"עסקת חו""ל",0
user_043,2024-02-25 20:58,רב-קו,תחבורה,26.44,ILS,26.44,רגילה,0
user_029,2024-04-08 18:36,חברת חשמל,אחר,242.79,ILS,242.79,רגילה,0
user_016,2024-09-25 14:27,Be,פארם,206.39,ILS,206.39,רגילה,0
user_001,2024-11-26 19:00,ויקטורי,סופרמרקט,211.58,ILS,211.58,רגילה,0
user_007,2024-05-04 21:59,חברת חשמל,אחר,248.09,ILS,248.09,רגילה,0
user_012,2024-01-18 18:40,רכבת ישראל,תחבורה,75.73,ILS,75.73,רגילה,0
user_018,2024-01-02 00:26,Be,פארם,1172.2,ILS,1172.2,רגילה,1
user_016,2024-01-28 13:49,Udemy,חינוך,49.82,ILS,49.82,תשלומים,0
user_021,2024-08-05 12:46,מחסני חשמל,חשמל,535.97,ILS,535.97,רגילה,0
user_024,2024-05-26 09:25,קפה גרג,מסעדות,267.83,ILS,267.83,רגילה,0
user_001,2024-02-12 08:24,דלק,דלק,193.37,ILS,193.37,רגילה,0
user_015,2024-08-24 17:25,סופר-פארם,פארם,176.5,ILS,176.5,תשלומים,0
user_036,2024-01-01 18:05,מקדונלד'ס,מסעדות,112.63,ILS,112.63,רגילה,0
user_016,2024-06-24 21:56,זארה,אופנה,151.57,ILS,151.57,תשלומים,0
user_003,2024-12-23 14:29,קסטרו,אופנה,288.24,ILS,288.24,רגילה,0
user_012,2024-02-10 14:06,סונול,דלק,161.01,ILS,161.01,רגילה,0
user_006,2024-06-03 10:22,מחסני חשמל,חשמל,1139.23,ILS,1139.23,רגילה,0
user_040,2024-08-20 18:36,זארה,אופנה,167.53,USD,619.86,"עסקת חו""ל",0
user_007,2024-01-27 16:59,ביטוח,אחר,217.11,ILS,217.11,רגילה,0
user_010,2024-10-01 20:04,גולדה,מסעדות,19.38,GBP,91.09,"עסקת חו""ל",0
user_013,2024-07-10 16:00,אייבורי,חשמל,1193.39,ILS,1193.39,תשלומים,0
user_012,2024-04-14 13:58,פז,דלק,134.97,ILS,134.97,רגילה,0
user_023,2024-07-18 09:29,גולדה,מסעדות,129.75,ILS,129.75,רגילה,0
user_019,2024-01-01 21:37,אוניברסיטה,חינוך,188.64,ILS,188.64,תשלומים,0
user_006,2024-06-14 14:10,נטפליקס,פנאי,21.36,ILS,21.36,הוראת קבע,0
user_023,2024-03-18 21:14,Udemy,חינוך,261.55,ILS,261.55,הוראת קבע,0
user_023,2024-10-26 17:27,ויקטורי,סופרמרקט,304.08,ILS,304.08,תשלומים,0
user_045,2024-11-25 18:27,נטפליקס,פנאי,36.34,ILS,36.34,תשלומים,0
user_015,2024-01-23 17:59,אייבורי,חשמל,809.54,ILS,809.54,תשלומים,0
user_024,2024-07-24 17:40,עירייה,אחר,106.04,ILS,106.04,רגילה,0
user_025,2024-01-25 14:53,אוניברסיטה,חינוך,21.03,USD,77.81,"עסקת חו""ל",0
user_031,2024-12-24 20:21,נטפליקס,פנאי,76.25,ILS,76.25,רגילה,0
user_042,2024-01-12 21:13,מחסני חשמל,חשמל,997.34,ILS,997.34,תשלומים,0
user_030,2024-11-08 14:30,פז,דלק,208.58,ILS,208.58,רגילה,0
user_031,2024-11-09 20:34,ביטוח,אחר,249.89,ILS,249.89,רגילה,0
user_030,2024-10-12 16:10,טיב טעם,סופרמרקט,309.58,ILS,309.58,רגילה,0
user_048,2024-09-08 04:48,Gett,תחבורה,523.48,ILS,523.48,רגילה,1
user_041,2024-10-18 16:43,יס פלאנט,פנאי,50.83,ILS,50.83,רגילה,0
user_048,2024-07-02 12:07,גולדה,מסעדות,119.04,ILS,119.04,רגילה,0
user_034,2024-05-02 20:08,רכבת ישראל,תחבורה,17.1,USD,63.27,"עסקת חו""ל",0
user_026,2024-03-02 10:05,טיב טעם,סופרמרקט,249.51,ILS,249.51,הוראת קבע,0
user_028,2024-06-03 21:15,מחסני חשמל,חשמל,10.0,ILS,10.0,רגילה,0
user_036,2024-11-28 14:21,זארה,אופנה,10.0,ILS,10.0,תשלומים,0
user_012,2024-04-06 21:28,מחסני חשמל,חשמל,2118.56,ILS,2118.56,רגילה,0
user_001,2024-05-02 21:22,ויקטורי,סופרמרקט,540.76,ILS,540.76,תשלומים,0
user_021,2024-11-15 10:05,פז,דלק,185.5,ILS,185.5,רגילה,0
user_002,2024-03-06 15:47,עירייה,אחר,224.37,ILS,224.37,רגילה,0
user_020,2024-01-13 08:35,Gett,תחבורה,55.19,ILS,55.19,רגילה,0
user_002,2024-01-12 11:13,Udemy,חינוך,203.14,ILS,203.14,רגילה,0
user_006,2024-04-20 09:12,Be,פארם,30.49,ILS,30.49,רגילה,0
user_016,2024-09-06 14:13,סופר-פארם,פארם,64.38,ILS,64.38,רגילה,0
user_031,2024-03-18 09:29,סונול,דלק,252.99,ILS,252.99,רגילה,0
user_028,2024-02-09 10:57,זארה,אופנה,323.74,ILS,323.74,רגילה,0
user_045,2024-01-10 18:28,KSP,חשמל,601.81,ILS,601.81,רגילה,0
user_033,2024-02-15 22:27,קפה גרג,מסעדות,109.95,ILS,109.95,הוראת קבע,0
user_012,2024-10-27 10:23,ביטוח,אחר,189.35,ILS,189.35,רגילה,0
user_023,2024-12-15 14:55,Be,פארם,109.71,ILS,109.71,רגילה,0
user_008,2024-04-08 18:35,רמי לוי,סופרמרקט,128.19,USD,474.3,"עסקת חו""ל",0
user_001,2024-04-01 10:17,מקדונלד'ס,מסעדות,32.26,ILS,32.26,רגילה,0
user_024,2024-11-25 12:38,אייבורי,חשמל,989.85,ILS,989.85,הוראת קבע,0
user_006,2024-06-06 20:10,רכבת ישראל,תחבורה,37.76,ILS,37.76,רגילה,0
user_017,2024-08-06 20:47,קפה גרג,מסעדות,10.0,ILS,10.0,רגילה,0
user_039,2024-05-10 02:57,אייבורי,חשמל,8532.8,ILS,8532.8,רגילה,1
user_008,2024-05-15 19:45,KSP,חשמל,852.18,ILS,852.18,רגילה,0
user_017,2024-09-03 13:21,יס פלאנט,פנאי,60.59,ILS,60.59,רגילה,0
user_039,2024-11-19 11:46,Gett,תחבורה,49.56,ILS,49.56,רגילה,0
user_006,2024-12-19 15:26,עירייה,אחר,18.34,ILS,18.34,רגילה,0
user_047,2024-12-08 18:53,קסטרו,אופנה,111.12,ILS,111.12,רגילה,0
user_038,2024-10-10 18:07,אוניברסיטה,חינוך,256.48,ILS,256.48,רגילה,0
user_050,2024-02-09 20:58,Be,פארם,75.52,ILS,75.52,רגילה,0
user_043,2024-07-06 18:29,קסטרו,אופנה,68.9,ILS,68.9,רגילה,0
user_037,2024-08-26 08:43,סופר-פארם,פארם,220.14,ILS,220.14,רגילה,0
user_005,2024-11-20 12:35,נטפליקס,פנאי,47.74,ILS,47.74,רגילה,0
user_048,2024-10-07 12:05,Gett,תחבורה,51.82,ILS,51.82,תשלומים,0
user_050,2024-06-08 17:16,Be,פארם,135.63,ILS,135.63,רגילה,0
user_045,2024-06-13 17:51,סונול,דלק,212.02,ILS,212.02,הוראת קבע,0
user_047,2024-08-12 16:31,קפה גרג,מסעדות,143.02,ILS,143.02,רגילה,0
user_014,2024-08-26 13:12,H&M,אופנה,33.06,EUR,132.24,"עסקת חו""ל",0
user_041,2024-10-18 12:35,רב-קו,תחבורה,76.22,ILS,76.22,רגילה,0
user_034,2024-12-06 09:01,מחסני חשמל,חשמל,568.37,ILS,568.37,רגילה,0
user_012,2024-07-21 20:26,מחסני חשמל,חשמל,17.51,ILS,17.51,רגילה,0
user_016,2024-12-02 09:29,קפה גרג,מסעדות,175.81,ILS,175.81,רגילה,0
user_035,2024-10-06 13:27,עירייה,אחר,295.38,ILS,295.38,רגילה,0
user_006,2024-06-11 22:28,דלק,דלק,201.53,ILS,201.53,רגילה,0
user_042,2024-05-03 16:38,מקדונלד'ס,מסעדות,173.87,ILS,173.87,רגילה,0
user_048,2024-07-13 21:09,אוניברסיטה,חינוך,309.84,ILS,309.84,תשלומים,0
user_008,2024-02-26 21:21,אייבורי,חשמל,1172.29,ILS,1172.29,רגילה,0
user_028,2024-08-16 19:45,יס פלאנט,פנאי,49.03,ILS,49.03,רגילה,0
user_037,2024-01-20 21:45,חברת חשמל,אחר,115.39,ILS,115.39,רגילה,0
user_032,2024-05-11 11:33,רמי לוי,סופרמרקט,316.42,ILS,316.42,רגילה,0
user_015,2024-02-07 18:42,פוקס,אופנה,294.5,ILS,294.5,תשלומים,0
user_042,2024-11-06 10:24,סופר-פארם,פארם,134.34,ILS,134.34,רגילה,0
user_008,2024-12-28 10:23,Be,פארם,173.59,ILS,173.59,רגילה,0
user_036,2024-02-11 19:03,קסטרו,אופנה,547.49,ILS,547.49,רגילה,0
user_025,2024-09-21 14:47,יס פלאנט,פנאי,81.14,ILS,81.14,רגילה,0
user_027,2024-12-12 10:29,ספוטיפיי,פנאי,41.3,ILS,41.3,רגילה,0
user_040,2024-06-28 08:20,KSP,חשמל,616.58,ILS,616.58,תשלומים,0
user_039,2024-10-28 21:40,חברת חשמל,אחר,152.29,ILS,152.29,רגילה,0
user_019,2024-01-24 15:09,חברת חשמל,אחר,303.48,ILS,303.48,תשלומים,0
user_046,2024-04-23 21:30,נטפליקס,פנאי,31.27,ILS,31.27,רגילה,0
user_007,2024-11-04 15:37,רב-קו,תחבורה,66.51,ILS,66.51,הוראת קבע,0
user_005,2024-11-11 10:08,מחסני חשמל,חשמל,921.99,ILS,921.99,תשלומים,0
user_015,2024-08-09 09:39,Be,פארם,87.45,ILS,87.45,רגילה,0
user_026,2024-02-10 10:12,רב-קו,תחבורה,87.08,ILS,87.08,רגילה,0
user_034,2024-04-09 12:18,מחסני חשמל,חשמל,1527.63,ILS,1527.63,תשלומים,0
user_020,2024-11-02 13:29,סונול,דלק,203.28,ILS,203.28,רגילה,0
user_029,2024-12-12 15:41,יס פלאנט,פנאי,46.91,ILS,46.91,רגילה,0
user_015,2024-02-15 11:54,ויקטורי,סופרמרקט,316.27,ILS,316.27,הוראת קבע,0
user_026,2024-10-22 09:33,H&M,אופנה,97.52,ILS,97.52,רגילה,0
user_043,2024-04-20 11:21,רמי לוי,סופרמרקט,528.78,ILS,528.78,רגילה,0
user_008,2024-07-28 15:44,KSP,חשמל,716.64,ILS,716.64,רגילה,0
user_044,2024-12-02 20:12,רב-קו,תחבורה,29.29,ILS,29.29,תשלומים,0
user_007,2024-05-22 11:57,קסטרו,אופנה,268.25,ILS,268.25,רגילה,0
user_035,2024-10-14 15:50,רמי לוי,סופרמרקט,421.93,ILS,421.93,רגילה,0
user_030,2024-08-26 21:53,רכבת ישראל,תחבורה,49.78,ILS,49.78,רגילה,0
user_019,2024-09-02 15:05,דלק,דלק,247.45,ILS,247.45,הוראת קבע,0
user_037,2024-01-20 00:24,מקדונלד'ס,מסעדות,1470.79,ILS,1470.79,רגילה,1
user_034,2024-01-21 10:02,H&M,אופנה,10.0,ILS,10.0,רגילה,0
user_045,2024-05-05 22:41,קסטרו,אופנה,262.34,ILS,262.34,רגילה,0
user_047,2024-04-11 11:05,אוניברסיטה,חינוך,289.52,ILS,289.52,רגילה,0
user_022,2024-02-15 10:26,זארה,אופנה,10.0,ILS,10.0,רגילה,0
user_039,2024-11-16 09:18,ספוטיפיי,פנאי,56.03,ILS,56.03,תשלומים,0
user_025,2024-02-27 14:58,רמי לוי,סופרמרקט,313.04,ILS,313.04,הוראת קבע,0
user_031,2024-06-03 10:04,נטפליקס,פנאי,54.37,ILS,54.37,רגילה,0
user_006,2024-05-09 19:25,נטפליקס,פנאי,71.19,ILS,71.19,רגילה,0
user_017,2024-07-20 09:11,זארה,אופנה,52.42,ILS,52.42,תשלומים,0
user_035,2024-02-04 10:38,דלק,דלק,226.6,ILS,226.6,תשלומים,0
user_028,2024-10-02 11:07,Gett,תחבורה,58.58,ILS,58.58,רגילה,0
user_048,2024-06-05 17:38,דלק,דלק,192.33,ILS,192.33,רגילה,0
user_022,2024-03-07 15:41,Udemy,חינוך,258.47,ILS,258.47,רגילה,0
user_021,2024-04-06 09:48,דלק,דלק,193.32,ILS,193.32,רגילה,0
user_018,2024-04-09 09:06,רכבת ישראל,תחבורה,27.41,ILS,27.41,רגילה,0
user_028,2024-07-17 13:01,אוניברסיטה,חינוך,116.74,ILS,116.74,רגילה,0
user_039,2024-09-12 11:28,Gett,תחבורה,47.78,ILS,47.78,רגילה,0
user_024,2024-10-04 12:33,סונול,דלק,52.86,USD,195.58,"עסקת חו""ל",0
user_043,2024-01-02 18:55,רב-קו,תחבורה,59.46,ILS,59.46,רגילה,0
user_013,2024-02-05 14:47,רכבת ישראל,תחבורה,25.22,ILS,25.22,רגילה,0
user_002,2024-08-01 15:26,Gett,תחבורה,29.25,ILS,29.25,רגילה,0
user_011,2024-07-19 21:48,ספוטיפיי,פנאי,82.9,ILS,82.9,תשלומים,0
user_038,2024-02-09 13:58,פז,דלק,228.18,ILS,228.18,רגילה,0
user_025,2024-04-19 18:09,רב-קו,תחבורה,73.86,ILS,73.86,רגילה,0
user_039,2024-11-16 09:23,פז,דלק,250.6,ILS,250.6,רגילה,0
user_027,2024-03-08 00:15,גולדה,מסעדות,251.65,GBP,1182.76,"עסקת חו""ל",1
user_041,2024-05-20 18:16,Udemy,חינוך,217.68,ILS,217.68,תשלומים,0
user_048,2024-05-28 19:53,טיב טעם,סופרמרקט,338.97,ILS,338.97,רגילה,0
user_007,2024-08-17 20:33,Gett,תחבורה,37.85,ILS,37.85,רגילה,0
user_009,2024-04-20 08:53,גולדה,מסעדות,68.32,ILS,68.32,הוראת קבע,0
user_031,2024-08-01 10:43,רב-קו,תחבורה,62.81,ILS,62.81,רגילה,0
user_016,2024-07-11 08:48,מחסני חשמל,חשמל,287.54,ILS,287.54,רגילה,0
user_039,2024-09-17 19:35,חברת חשמל,אחר,314.22,ILS,314.22,רגילה,0
user_029,2024-07-14 01:13,חברת חשמל,אחר,1875.86,ILS,1875.86,רגילה,1
user_023,2024-04-22 13:51,מחסני חשמל,חשמל,751.69,ILS,751.69,רגילה,0
